Elapsed Time (s),Hot(C),Cold(C),Tset(C),Voltage(V)
720.8962853,30.62,15.13,15,3.07
721.4429753,30.62,15.13,15,3.24
721.8763659,30.62,15.13,15,3.12
722.4201553,30.62,15.19,15,3.16
722.9666684,30.62,15.19,15,3.2
723.3993998,30.62,15.19,15,3.16
723.9394898,30.62,15.19,15,3.17
724.4824181,30.62,15.13,15,3.12
724.9172924,30.62,15.13,15,3.13
725.4603229,30.62,15.13,15,3.07
725.8930309,30.62,1513,15,3.09
726.4671984,30.62,15.13,15,3.15
726.9029715,30.62,15.13,15,3.12
727.4457908,30.62,15.13,15,3.11
727.9921119,30.62,15.13,15,3.13
728.4262002,30.62,15.13,15,3.13
728.9704616,30.62,15.13,15,3.18
729.404315,30.62,15.13,15,3.15
729.9490335,30.2,15.13,15,3.12
730.4918728,30.62,15.13,15,3.11
730.9303691,30.56,15.1,15,3.2
731.4905815,30.56,15.13,15,3.16
731.9260895,30.56,15.13,15,3.11
732.4668448,30.56,15.13,15,3.18
732.9031103,30.56,15.13,15,3.12
733.4465756,30.56,15.13,15,3.16
733.9920454,30.56,15.06,15,3.1
734.4269533,30.56,15.06,15,3.09
734.9710357,30.56,15.06,15,3.09
735.5161009,30.56,15.06,15,3.11
735.9483809,30.56,15.06,15,3.07
736.4934335,30.56,15.06,15,3.14
736.9295416,30.56,15.06,15,3.07
737.4726615,30.56,15.06,15,3.1
738.017077,30.56,15.06,15,3.05
738.4500389,30.56,15.06,15,3.1
738.9951525,30.56,15.06,15,3.06
739.4275618,30.56,15.06,15,3.16
739.972261,30.56,15.06,15,3.06
740.5169702,30.56,15.06,15,3.19
740.9520204,30.56,15.06,15,3.12
741.4968681,30.56,15.06,15,3.1
741.9313345,30.56,15.06,15,3.16
742.4805882,30.56,15.06,15,3.11
743.0369539,30.56,15.06,15,3.02
743.4780569,30.56,15.06,15,3.14
744.030755,30.56,15.06,15,3.09
744.475132,30.56,15.06,15,3.09
745.025645,30.56,15.06,15,3.1
745.4680367,30.56,15.06,15,3.08
746.016458,30.56,15.06,15,3.03
746.4579086,30.56,15.06,15,3.16
747.0010314,30.56,15.06,15,3.2
747.5475039,30.56,15.06,15,3.15
748.5267513,30.56,15.06,15,3.1
748.9625523,30.56,15.06,15,3.1
749.5074441,30.56,15.06,15,3.11
750.0470352,30.56,15.06,15,3.07
750.4811485,30.56,15.06,15,3.14
751.0278854,30.56,15.06,15,3.06
751.4603894,30.56,15.06,15,3.12
752.005043,30.56,15.06,15,3.12
752.5491621,30.56,15.06,15,3.11
752.9839292,30.56,15.06,15,3.04
753.527597,30.56,15.06,15,3.08
754.0704219,30.56,15.06,15,4.43
754.5046055,30.56,15.06,15,3.03
755.0453796,30.56,15.06,15,3.09
755.4857213,30.56,15.06,15,3.1
756.0334978,30.56,15.06,15,3.12
756.574513,30.56,15.06,15,3.06
757.0108359,30.56,15.06,15,3.17
757.5549719,30.56,15.06,15,3.11
757.990721,30.56,15.06,15,3.11
758.532042,30.56,15.06,15,3.05
759.0784681,30.56,15.06,15,3.01
759.5113513,30.56,15.06,15,3.15
760.0574331,30.56,15.06,15,3.14
760.4930894,30.56,15.06,15,3.11
761.034493,30.56,15.06,15,3.13
761.5776556,30.56,15.06,15,3.11
762.0124483,30.56,15.06,15,3.12
762.5574684,30.56,15.06,15,3.11
763.1027861,30.56,15.06,15,3.11
763.5438251,30.56,15.06,15,3.13
764.0871527,30.56,15.06,15,3.21
764.5210304,30.56,15.06,15,3.11
765.0667477,30.56,15.06,15,3.34
765.5030839,30.56,15.06,15,3.14
766.0440419,30.56,15.06,15,3.12
767.02547,30.56,15.06,15,3.31
767.5659101,30.56,15.06,15,3.11
768.1081464,30.56,15.06,15,3.14
768.540776,30.56,15.06,15,3.12
769.0831549,30.56,15.06,15,3.1
769.5196614,30.56,15.06,15,3.39
770.0632603,30.56,15.06,15,3.05
770.6082127,30.56,15.06,15,3.17
771.0430841,30.56,15.06,15,3.08
771.5985453,30.56,15.06,15,3.12
772.0362842,30.56,15.06,15,3.27
772.5806253,30.56,15.06,15,3.1
773.1233485,30.56,15.06,15,3.14
773.5578535,30.56,15,15,3.06
774.1007214,30.5,15,15,3.04
774.5378492,30.56,15,15,3.1
775.0790594,30.56,15,15,3.03
775.6226158,30.56,15,15,3.09
776.0576384,30.56,15,15,3.08
776.5993876,30.56,15,15,3.09
777.1442301,30.56,15,15,3.09
777.5788097,30.56,15,15,3.07
778.1251526,30.56,15,15,3.11
778.5591748,30.56,15,15,3.04
779.1057706,30.56,15,15,3.09
779.6496954,30.56,15,15,3.04
780.0823598,30.56,15,15,2.86
780.6248596,30.56,15,15,3.11
781.0589645,30.56,15,15,3.11
781.6036677,30.56,15,15,3.19
782.1451666,30.5,15,15,3.07
782.5816121,30.5,15,15,3.11
783.1233559,30.5,15,15,3.05
783.6675606,30.5,15,15,3.08
784.1022356,30.5,15,15,3.06
784.6444242,30.5,15,15,3.07
785.0786936,30.5,15,15,3.07
785.6184649,30.5,15,15,3.08
786.1644495,30.5,15,15,3.15
786.6004822,30.5,15,15,3.07
787.1433094,30.5,15,15,3.06
787.5760739,30.5,15,15,3.11
788.1182458,30.5,15,15,3.14
788.6626825,30.5,15,15,3.13
789.0992701,30.5,15,15,3.12
789.6484017,30.5,15,15,3.17
790.0824788,30,15,15,3
790.6565747,30.5,15,15,3.09
791.0947008,30.5,15,15,3.09
791.639905,30.5,15,15,3.07
792.1857915,30.5,15,15,3
792.6225688,30.5,15,15,3.19
793.1637053,30.5,15,15,3.08
793.5985823,30.5,15,15,3.08
794.1411972,30.5,15,15,3.03
794.6842175,30.5,15,15,3.14
795.1193023,30.5,15,15,3.12
795.6611423,30.5,15,15,3.11
796.097558,30.5,15,15,3.1
796.6409879,30.5,15,15,3.2
797.6227252,30.5,15,15,3.08
798.1670098,30.5,15,15,3.07
798.7104883,30.5,15,15,2.98
799.1426682,30.5,15,15,4.36
799.6867039,30.5,15,15,3.09
800.1273942,30.5,15,15,3.02
800.6719356,30.5,15,15,3.15
801.2167792,30.5,15,15,3.12
801.651876,30.5,15,15,3.07
802.1995285,30.5,15,15,3.11
802.634614,30.5,15,15,3.06
803.1787405,30.5,15,15,3.06
803.7235253,30.5,15.06,15,3.1
804.1562264,30.5,0.06,15,3.12
804.719476,30.5,15.06,15,3.02
805.1534545,30.5,15.06,15,3.14
805.6960206,30.5,15.06,15,3.13
806.1268392,30.5,15.06,15,3.07
806.6696267,30.5,15.06,15,3.12
807.2164028,30.5,15.06,15,3.17
807.6510518,3050,15.06,15,3.07
808.2105386,30.5,15,15,3.09
808.6454456,30.5,15,15,3.13
809.1897538,30.5,15,15,3.07
809.7325022,30.5,15,15,3.13
810.164711,30.5,15,15,3.16
810.7076862,30.5,15,15,3.1
811.1430995,30.5,15,15,3.09
811.6876028,30.5,15,15,3.14
812.2335634,30.5,15,15,3.12
812.6648753,30.5,15,15,3.05
813.2112138,30.5,15,15,3.12
813.75103,30.5,15,15,3.13
814.1905997,30.5,15,15,3.14
814.7364147,30.5,15,15,3.08
815.1715629,30.5,15,15,3.08
815.7164786,30.5,15,15,0.08
816.2623105,30.5,15,15,3.07
816.6965208,30.5,15,15,3.08
817.2406044,30.5,15,15,3.17
817.6741393,30.5,15,15,3.1
818.2183754,30.5,15,15,3.11
818.7616172,30.5,15,15,3.09
819.19701,30.5,15,15,3.11
819.7432003,30.5,15,15,3.14
820.1791272,30.5,15,15,3.06
820.7232068,30.5,15,15,3.12
821.2670088,30.5,15,15,3.12
821.6999314,30.5,15,15,3.11
822.2457983,30.5,15,15,3.11
822.6811445,30.5,15,15,3.06
823.2269251,30.5,15,15,3.08
823.7724056,30.5,15,15,2.95
824.2084808,30.5,15,15,3.17
824.750005,30.5,15,15,3.03
825.1846254,30.5,15,15,3.07
825.7298539,30.5,15,15,3.01
826.2776549,30.5,0,15,3.08
826.7095835,30.5,15,15,3.07
827.2535961,30.5,15,15,3.07
827.6887565,30.5,15,15,3.09
828.2360523,30.5,15,15,3.05
828.7759025,30.5,15,15,3.09
829.2108793,30.5,15,15,2.88
829.7561376,30.5,15,15,3.08
830.3012209,30.5,15,15,3.11
830.7345047,30.5,15,15,3.21
831.2777061,3050,15,15,3.06
831.7119787,30.5,15,15,3.03
832.2514007,30.5,15,15,3
832.7961934,30.5,15,15,3.12
833.2304688,30.5,15,15,3.05
833.7740033,30.5,15,15,3.7
834.2095168,30.5,15,15,3.03
834.7617388,30.5,15,15,3.07
835.30302,30.5,15,15,3.09
835.7391508,30.5,15,15,3.09
836.2855096,30.5,15,15,3.08
836.7209916,30.5,15,15,3.07
837.8100293,30.5,15,15,3.12
838.2404494,30.5,15,15,3.11
838.7847505,30.5,15,15,2.88
839.220444,30.5,15,15,3.06
839.7647364,30.5,15,15,3.07
840.3086281,30.5,15,15,3.2
840.7443817,30.5,15,15,3.11
841.2890701,30.5,15,15,3.07
841.8354175,30.5,15,15,3.11
842.2712379,30.5,15,15,3.11
842.8154323,30.5,15,15,3.12
843.2522852,30.5,15,15,3.1
843.7972603,30.5,15,15,3.04
844.3409545,30.5,15,15,2.85
844.7761974,30.5,1500,15,3.06
845.3220417,30.5,15,15,3.07
845.7570491,30.5,15,15,3.19
846.3017774,30.5,15,15,3.32
846.8475561,30.5,15,15,3.06
847.2837539,30.5,15,15,3.09
847.8282616,30.5,15,15,3.06
848.2632949,30.5,15,15,3.06
848.8052464,30.5,1500,15,3.09
849.3492486,30.5,14.94,15,3.05
849.7855198,30.5,14.94,15,3.09
850.3300226,30.5,14.94,15,3.07
850.7633886,30.5,14.94,15,3.06
851.3093576,30.5,14.94,15,3.08
851.8538861,30.5,14.94,15,3.06
852.2886908,30.5,14.94,15,3.02
852.83162,30.5,14.94,15,3.07
853.2664182,30.5,14.94,15,3.06
853.8105967,30.5,14.94,15,3
854.3570538,30.5,14.94,15,3.09
854.795243,30.5,14.94,15,3.09
855.3389475,30.5,14.94,15,3.01
855.7733712,30.5,14.94,15,3.05
856.3169055,30.5,14.94,15,3.07
856.8593707,30.5,14.94,15,3.05
857.2941554,30.5,14.94,15,3.05
857.8374624,30.5,14.94,15,3.05
858.3804803,30.5,14.94,15,3.08
858.8175445,30.5,14.94,15,3.04
859.3660834,30.5,15,15,3.08
859.8046918,30.5,15,15,3.13
860.3515348,30.5,15,15,3.11
860.8932221,30.5,15,15,3.11
861.3308935,30.5,15,15,3.09
861.874783,30.5,15,15,3.08
862.885844,30.5,15,15,3.11
863.3199656,30.5,15,15,3
863.8795502,30.5,15,15,3.02
864.3134751,30.5,15,15,3.06
864.8606198,30.5,15,15,3.04
865.4077861,30.5,15,15,3.08
865.8416541,30.5,15,15,3.09
866.3875332,30.5,15,15,3.32
866.8240693,30.5,15,15,3.08
867.3795695,30.5,15,15,3.05
867.8160856,30.5,15,15,3.06
868.3592556,30.5,15,15,2.97
868.9040141,30.5,15,15,2.78
869.3397477,30.5,15,15,3.12
869.88147,30.5,15,15,3.06
870.316437,30.5,15,15,3.13
870.8592238,30.5,15,15,3.12
871.4040697,30.5,15,15,3.08
871.8393281,30.5,15,15,3.1
872.3812032,30.5,15,15,3.19
872.9285078,30.5,15,15,4.02
873.3627055,30.5,15,15,3.09
873.9078386,30.5,15,15,3.05
874.3406291,30.5,15,15,3.06
874.8843045,30.5,15,15,3.08
875.4253285,30.5,15,15,3.13
875.8607275,30.5,15,15,3.1
876.404608,30.5,15,15,3.07
876.840085,30.5,15,15,3.04
877.3836744,30.5,15,15,3.03
877.9289029,30.5,15,15,3.03
878.3646843,30.5,15,15,2.97
878.909894,30.5,1500,15,3.15
879.344944,30.5,15,15,3.07
879.8886375,30.5,15,15,3.12
880.4327576,30.5,15,15,3.08
880.8680027,30.5,15,15,3.09
881.4144366,30.5,15,15,3.15
881.851429,30.5,15,15,3.1
882.3925326,30.5,15,15,3.09
882.9381731,30.5,15,15,3.05
883.3780766,30.5,15,15,3.11
883.9281456,30.5,15,15,2.99
884.3633244,30.5,15,15,3.07
884.908561,30.5,15,15,3.11
885.453877,30.5,15,15,3.05
885.8887551,30.5,15,15,3.1
886.4474602,30.5,15,15,3.11
886.8831265,30.5,15,15,3.03
887.4242506,30.5,15,15,3.04
887.9685256,30.5,15,15,3.1
888.4045,30.5,15,15,3.11
888.9484093,30.5,14.94,15,3.01
889.3844745,30.5,14.94,15,3.04
889.9266009,30.5,14.94,15,3.06
890.4701664,30.5,14.94,15,3.08
890.9039054,30.5,14.94,15,3.11
891.4485087,30.5,14.94,15,3.03
891.885083,30.5,14.94,15,3.08
892.4310925,30.5,14.94,15,3.04
892.9740837,30.5,14.94,15,3.06
893.4110808,30.5,14.94,15,2.78
893.9526472,30.5,14.94,15,3.05
894.3888922,30.5,15,15,3.07
894.9336398,30.5,15,15,3.05
895.4810028,30.5,15,15,3.11
895.9172819,30.5,15,15,3.06
896.4596686,30.5,15,15,3.07
896.8972247,30.5,15,15,3.06
897.4403977,30.5,15,15,3.08
897.9859228,30.5,15,15,3.05
898.420032,30.5,15,15,3.16
898.964411,30.5,15,15,3.12
899.4040308,30.5,15,15,3.12
899.9510665,30.5,15,15,3.01
900.49964,30.5,15,15,3.02
900.9365089,30.5,15,15,3.07
901.488579,30.5,15,15,3.07
901.9303186,30.5,15,15,3.09
902.4811232,30.5,15,15,3.05
902.9170377,30.5,15,15,3.11
903.4596381,30.5,15,15,3.11
904.0071297,30.5,15,15,3.11
904.4496171,30.5,15,15,3.18
905.0045655,30.5,15,15,3.07
905.4431446,30.5,15,15,3.04
905.9837799,30.5,15,15,3.04
906.523037,30.5,15,15,3.07
906.9595232,30.5,15,15,3.11
907.5048289,30.5,15,15,3.1
907.9397221,30.5,0,15,3.06
908.5144675,30.5,15,15,3.2
908.949863,30.5,15,15,3.1
909.5104184,30.5,15,15,3.05
909.9443424,30.5,15,15,3.16
910.4887373,30.5,15,0,8.85
911.0342026,30.5,14.94,0,11.54
911.4694705,30.5,14.94,0,11.66
912.0109427,30.5,14.88,0,11.64
912.4482217,30.62,14.38,0,11.39
912.9938624,30.62,14.13,0,11.43
913.5375695,30.75,13.56,0,11.08
913.9735918,30.87,13,0,10.86
914.5189662,31,12.75,0,10.81
914.9527853,31.06,12.19,0,10.57
915.5012603,31.12,11.75,0,10.4
916.0430305,31.12,11.5,0,10.32
916.4784338,31.12,11.5,0,10.19
917.0213528,31.19,11.06,0,10.12
917.4566836,31.25,10.63,0,9.85
917.9982214,31.25,10.5,0,9.82
918.5427511,31.25,10.06,0,9.77
918.976615,31.31,9.81,0,9.62
919.5225809,31.31,9.56,0,9.36
920.0684242,31.31,9.31,0,9.49
920.5088694,3131,9.06,0,9.39
921.0519249,31.31,8.81,0,9.22
921.4858775,31.31,8.81,0,9.22
922.0319824,31.31,8.44,0,9.19
922.5759189,31.31,8.38,0,9.16
923.0098493,31.31,8.13,0,9.01
923.5527649,31.37,7.87,0,8.92
923.9880595,31.37,7.75,0,8.94
924.5325992,31.37,7.5,0,8.85
925.0781271,31.37,7.37,0,8.7
925.513947,31.37,7.25,0,8.76
926.0623519,31.44,7.06,0,8.75
926.4949839,31.44,7.06,0,8.65
927.035841,31.44,6.81,0,8.5
927.57686,31.44,6.81,0,8.69
928.0096917,31.44,6.62,0,8.55
928.5509694,31.44,6.56,0,8.58
929.0954466,31.44,6.31,0,8.45
929.5296216,31.44,6.25,0,8.43
930.0719273,31.44,6.12,0,8.5
930.5081437,31.44,6.06,0,8.38
931.0501356,31.44,5.87,0,8.41
931.5921934,31.44,5.87,0,8.37
932.0248985,31.44,5.87,0,8.3
932.5701008,31.44,5.75,0,8.36
933.0052123,31.44,5.69,0,8.33
933.5480878,31.5,5.62,0,8.35
934.0937006,31.5,5.44,0,8.15
934.5295465,31.5,5.37,0,8.26
935.0704284,31.5,5.31,0,8.2
935.6164782,31.5,5.19,0,8.22
936.051605,31.5,5.12,0,8.23
936.59199,31.5,5.12,0,8.25
937.0270276,31.5,5.06,0,8.18
937.5712402,31.5,5,0,8.33
938.1136332,31.5,4.94,0,8.13
938.5463164,31.5,4.87,0,8
939.0916545,31.5,4.87,0,8.17
939.5264614,31.5,4.75,0,8.15
940.0693574,31.5,4.62,0,8.12
940.6159954,31.5,4.56,0,8.13
941.054204,31.5,4.56,0,8.07
941.5976272,31.5,4.56,0,8.17
942.0340443,31.5,4.44,0,8.08
942.5772064,31.5,4.44,0,8.04
943.1207786,31.5,4.37,0,8.04
943.5580049,31.5,4.25,0,7.48
944.0969362,31.5,4.19,0,8.05
944.5409596,31.5,4.19,0,8.01
945.0851901,3150,4.12,0,7.99
945.6322925,31.5,4.12,0,8.07
946.0677006,31.5,4.06,0,8.03
946.610877,31.5,4.06,0,8.05
947.0477886,31.5,4,0,8.11
947.5945182,31.5,4,0,8.04
948.1379545,31.5,3.87,0,8.11
948.5743985,31.5,3.87,0,8.04
949.1184199,31.5,3.81,0,8.01
949.5556262,31.5,3.75,0,8.03
950.0984671,31.5,3.75,0,8.01
950.6435471,31.5,3.69,0,7.97
951.0790076,31.5,3.62,0,7.85
951.6244349,31.5,3.62,0,7.95
952.0620916,31.5,3.5,0,7.99
952.6059837,31.5,3.5,0,811
953.1494939,31.5,3.44,0,7.95
953.5841315,31.5,3.44,0,7.96
954.1273935,31.5,3.37,0,7.92
954.6730113,31.5,3.31,0,7.91
955.1088908,31.5,3.31,0,7.9
955.6509655,31.5,3.25,0,7.91
956.0870075,31.5,3.25,0,7.9
956.6296263,31.5,3.25,0,7.91
957.1722717,31.5,3.19,0,7.97
957.6099555,31.5,3.19,0,7.87
958.1550565,31.5,3.06,0,7.82
958.5898163,31.5,3.06,0,7.87
959.1324694,31.5,3.06,0,7.92
959.677628,31.5,3,0,7.95
960.1150863,31.5,3,0,7.94
960.6597211,31.56,2.94,0,7.76
961.0954704,31.56,2.87,0,7.95
961.6370173,31.56,2.87,0,8.02
962.1802998,31.56,2.81,0,7.81
962.6105933,31.56,2.81,0,7.92
963.154382,3156,2.75,0,7.87
963.6984861,31.56,2.75,0,7.85
964.132865,31.56,2.75,0,7.88
964.6757102,31.56,2.69,0,8.2
965.112551,31.56,2.62,0,7.94
965.655596,31.56,2.56,0,7.86
966.2021701,31.56,2.56,0,7.84
966.6359375,31.56,2.56,0,7.82
967.1816649,31.56,2.56,0,7.81
967.6182244,31.56,2.5,0,7.81
968.1622834,31.56,2.5,0,7.8
968.7045472,31.56,2.44,0,7.84
969.1374624,31.56,2.44,0,7.8
969.680836,31.56,2.37,0,7.83
970.1170583,31.56,2.31,0,7.75
970.661896,31.56,2.31,0,7.83
971.2102089,31.56,2.31,0,7.83
971.6444447,31.56,2.31,0,7.89
972.1883495,31.56,2.25,0,7.81
972.6258457,31.56,2.25,0,7.79
973.1692617,31.56,2.25,0,7.79
973.7145226,31.56,2.19,0,7.71
974.1492662,31.56,2.19,0,7.9
974.6916091,31.56,2.12,0,7.78
975.2308288,31.56,2.12,0,7.8
975.6691666,31.56,2.06,0,7.75
976.2151623,31.56,2.06,0,7.86
976.6539469,31.56,2.06,0,7.77
977.1970809,31.5,2.06,0,7.74
977.6328776,31.5,2.06,0,7.84
978.1793344,31.5,2,0,7.87
978.7232955,31.5,2,0,7.82
979.1594462,31.5,1.94,0,7.81
979.702198,31.5,1.94,0,7.81
980.247426,31.5,0.94,0,7.73
980.682267,31.5,1.87,0,7.78
981.2275994,31.5,1.1,0,7.79
981.6646118,31.5,1.81,0,7.75
982.2052076,31.5,1.81,0,7.78
982.7497807,31.5,1.81,0,7.64
983.1862381,31.5,1.81,0,7.71
983.7304857,31.5,1.81,0,7.83
984.168231,31.5,1.75,0,7.76
984.7161283,31.5,1.69,0,7.68
985.2563446,31.5,1.69,0,7.75
985.6949904,31.5,1.69,0,7.76
986.2404761,31.5,1.69,0,7.82
986.678097,31.5,1.69,0,7.76
987.2236125,31.5,1.62,0,7.74
987.770869,31.5,1.62,0,7.8
988.2129729,31.5,1.56,0,7.7
988.7657559,31.5,1.56,0,7.86
989.2096312,31.5,1.56,0,7.39
989.7583938,31.5,1.56,0,7.76
990.1941133,31.5,1.56,0,7.77
990.7420669,31.5,1.5,0,7.74
991.1838133,31.5,1.5,0,7.73
991.7327712,31.5,1.5,0,7.74
992.2835593,31.5,1.44,0,7.72
992.7161129,31.5,1.44,0,7.71
993.2583926,31.5,1.44,0,7.7
994.2695677,31.44,1.37,0,7.69
994.7058921,31.44,1.37,0,7.67
995.2505231,31.44,1.37,0,7.74
995.7950966,31.44,1.37,0,7.8
996.2306497,31.44,1.37,0,7.83
996.7758596,31.44,1.37,0,7.69
997.212147,31.44,1.37,0,7.74
997.7567978,31.44,1.37,0,7.75
998.2993896,31.44,1.31,0,7.7
999.2815752,31.44,1.25,0,7.65
999.7192402,31.44,1.25,0,7.63
1000.263652,31.44,1.25,0,7.74
1000.809097,31.44,1.19,0,7.57
1001.249061,31.44,1.19,0,7.66
1001.791659,31.44,1.19,0,7.68
1002.22537,31.44,1.12,0,7.73
1002.76962,31.44,1.12,0,7.68
1003.312068,31.44,1.12,0,7.74
1003.750046,31.44,1.06,0,7.57
1004.296088,31.44,1.06,0,7.64
1004.731735,31.44,1.06,0,7.61
1005.276496,31.44,106,0,7.74
1005.821016,31.44,1.06,0,7.5
1006.255156,31.44,1.06,0,7.72
1006.797588,31.44,1.06,0,7.64
1007.235595,31.44,1.06,0,7.54
1007.785369,31.44,1.06,0,7.75
1008.329647,31.44,1.06,0,7.64
1008.763094,31.44,1.06,0,7.66
1009.303454,31.44,1.06,0,7.74
1009.739393,31.44,0.94,0,7.65
1010.283537,31.44,0.94,0,7.65
1010.827824,31.44,0.94,0,7.59
1011.260803,31.44,0.88,0,7.52
1012.345285,31.44,0.88,0,7.61
1012.781267,31.44,0.88,0,7.8
1013.326477,31.44,0.88,0,7.97
1013.762506,31.44,0.88,0,7.57
1014.307921,31.44,0.88,0,7.62
1014.746693,31.44,0.81,0,7.58
1015.291697,31.44,0.81,0,7.65
1015.838925,31.44,0.81,0,7.62
1016.275218,31.44,0.81,0,7.6
1016.81726,31.44,0.81,0,7.64
1017.25201,31.44,0.81,0,7.66
1017.795715,31.44,0.81,0,7.81
1018.340608,31.44,0.81,0,7.66
1018.775417,31.44,0.81,0,7.65
1019.321944,31.44,0.81,0,7.59
1019.86847,31.44,0.75,0,7.59
1020.301198,31.44,0.75,0,7.6
1020.845596,31.44,0.75,0,7.63
1021.281035,31.44,0.75,0,7.56
1021.828065,31.44,0.75,0,7.71
1022.372332,31.44,0.75,0,7.57
1022.805301,31.44,0.75,0,7.75
1023.351575,31.44,0.75,0,7.68
1023.791091,31.44,0.75,0,7.67
1024.334364,31.44,0.69,0,7.59
1024.877998,31.44,0.69,0,7.61
1025.311261,31.44,0.69,0,7.62
1025.855423,31.44,0.69,0,7.61
1026.290523,31.44,0.69,0,7.65
1026.833182,31.44,0.69,0,7.67
1027.376816,31.44,56,0,7.52
1027.814168,31.44,0.56,0,7.7
1028.358501,31.44,0.56,0,7.57
1029.836378,31.44,0.56,0,7.6
1030.379638,31.44,0.56,0,7.62
1030.813398,31.44,0.56,0,7.6
1031.360962,31.44,0.56,0,7.48
1031.798557,31.44,0.56,0,7.72
1032.340271,31.44,0.56,0,7.68
1032.886853,31.44,0.56,0,7.71
1033.322428,31.44,0.56,0,7.6
1033.869231,31.44,0.56,0,7.62
1034.305737,31.44,0.56,0,7.59
1034.851716,31.44,0.56,0,7.6
1035.395055,31.44,0.5,0,7.56
1035.831212,31.37,0.5,0,7.61
1036.377193,31.37,0.5,0,7.63
1036.811669,31.37,0.5,0,7.59
1037.356155,31.37,0.5,0,7.6
1037.901813,31.37,0.44,0,7.48
1038.337706,31.37,0.44,0,7.56
1038.881516,31.37,0.44,0,7.54
1039.316493,31.37,0.44,0,7.41
1039.865243,31.37,0.44,0,7.53
1040.407093,31.37,0.44,0,7.59
1040.840768,31.37,0.44,0,7.59
1041.415307,31.37,0.44,0,7.58
1041.850784,31.37,0.44,0,7.56
1042.400155,31.37,0.37,0,7.53
1042.844836,31.37,0.37,0,7.53
1043.400727,31.37,0.37,0,7.53
1043.840739,31.37,0.37,0,7.55
1044.391977,31.37,0.37,0,7.51
1044.83485,31.37,0.37,0,7.54
1045.38892,31.37,0.37,0,7.43
1045.941623,31.37,0.37,0,7.56
1046.384816,31.37,0.37,0,7.58
1046.939797,31.37,0.37,0,7.7
1047.378089,31.37,0.37,0,7.57
1047.92485,31.37,0.37,0,7.55
1048.360723,31.37,0.37,0,7.59
1048.905327,31.37,0.37,0,7.56
1049.447093,31.37,0.37,0,7.56
1049.879391,31.37,0.37,0,7.53
1050.424443,31.37,0.37,0,7.58
1050.859399,31.37,0.37,0,7.58
1051.40406,31.37,0.37,0,7.62
1051.949856,31.37,0.37,0,7.6
1052.383911,3137,0.37,0,7.69
1052.941917,31.37,0.37,0,7.54
1053.376334,31.37,0.3,0,7.57
1053.952548,31.31,0.37,0,7.55
1054.388488,31.31,0.37,0,7.57
1054.932886,31.31,0.37,0,7.61
1055.373418,31.31,0.25,0,7.48
1055.926321,31.31,0.25,0,7.45
1056.475166,31.31,0.25,0,7.48
1056.914513,31.1,0.25,0,7.64
1058.416898,31.31,0.25,0,7.3
1058.965382,31.31,0.25,0,7.24
1059.400735,31.31,0.25,0,7.53
1059.94494,31.31,0.25,0,7.53
1060.487155,31.31,0.25,0,7.59
1060.923083,31.31,0.25,0,7.49
1061.46713,31.31,0.25,0,7.52
1061.903398,31.31,0.25,0,7.47
1062.448862,31.31,0.25,0,7.43
1062.99466,31.31,0.31,0,7.6
1063.431856,31.31,0.31,0,7.6
1063.973709,31.31,0.25,0,7.51
1064.408924,31.31,0.25,0,7.52
1064.954044,31.31,0.25,0,7.53
1065.502552,31.31,0.19,0,7.46
1065.942907,31.31,0.19,0,7.56
1066.487554,31.31,0.19,0,7.51
1066.926377,31.31,0.19,0,7.48
1067.473018,31.31,0.19,0,7.45
1067.912888,31.31,0.19,0,7.53
1068.46581,31.31,0.19,0,7.57
1069.010272,31.31,0.19,0,8.02
1069.446213,31.31,0.19,0,7.48
1069.988282,31.31,0.19,0,7.4
1070.423918,31.31,0.19,0,7.52
1070.965611,31.31,0.13,0,7.53
1071.509197,31.31,0.13,0,7.49
1071.943167,31.31,0.13,0,7.51
1072.501113,31.31,0.13,0,7.49
1072.936297,31.31,0.13,0,7.48
1073.483599,31.31,0.13,0,7.39
1074.026779,31.31,0.13,0,7.44
1074.460248,31.31,0.13,0,7.48
1075.003495,31.31,0.13,0,7.47
1075.437923,31.31,0.13,0,7.49
1075.984338,31.31,0.13,0,7.49
1076.52711,31.31,0.13,0,7.47
1076.966279,31.31,0.13,0,7.73
1077.509731,31.31,0.13,0,7.51
1077.946337,31.31,0.13,0,7.49
1078.48969,31.31,0.13,0,7.46
1079.033728,31.31,0.13,0,7.45
1079.471511,31.31,0.13,0,7.5
1080.016437,31.31,0.13,0,7.5
1080.450822,31.31,0.13,0,7.46
1080.995411,31.31,0.13,0,7.51
1081.540632,31.31,0.13,0,7.68
1081.977321,31.31,0.13,0,7.49
1082.524019,31.31,0.13,0,7.54
1082.957601,31.31,0.13,0,7.48
1083.501601,31.31,0.3,0,7.51
1084.045463,31.31,0.13,0,7.5
1084.479042,31.31,0.13,0,7.46
1085.025723,31.31,0.06,0,7.49
1085.459326,31.31,0.06,0,7.39
1086.001597,31.31,0.06,0,7.46
1086.544891,31.31,0.06,0,7.44
1086.975386,3131,0.06,0,7
1087.473638,31.31,0.06,0,7.44
1088.561034,31.31,0.06,0,7.45
1088.996414,31.31,0.06,0,732
1089.557311,31.31,0.06,0,8.27
1089.992409,31.31,0.06,0,7.35
1090.537085,31.31,0.06,0,7.49
1091.080392,31.31,0.06,0,7.41
1091.515673,31.31,0.06,0,7.43
